date_time	temp	site	elev_cat
2022-09-11 01:00	0.723	N	MH
2022-09-11 02:00	0.557	N	MH
2022-09-11 03:00	-0.694	N	MH
2022-09-11 04:00	-1.142	N	MH
2022-09-11 05:00	0.041	N	MH
2022-09-11 06:00	2.417	N	MH
2022-09-11 07:00	3.869	N	MH
2022-09-11 08:00	4.319	N	MH
2022-09-11 09:00	4.792	N	MH
2022-09-11 10:00	5.825	N	MH
2022-09-11 11:00	7.336	N	MH
2022-09-11 12:00	7.574	N	MH
2022-09-11 13:00	8.523	N	MH
2022-09-11 14:00	7.756	N	MH
2022-09-11 15:00	8.254	N	MH
2022-09-11 16:00	7.615	N	MH
2022-09-11 17:00	7.491	N	MH
2022-09-11 18:00	7.084	N	MH
2022-09-11 19:00	6.554	N	MH
2022-09-11 20:00	6.407	N	MH
2022-09-11 21:00	6.118	N	MH
2022-09-11 22:00	5.955	N	MH
2022-09-11 23:00	5.694	N	MH
2022-09-12 00:00	5.643	N	MH
2022-09-12 01:00	5.327	N	MH
2022-09-12 02:00	5.217	N	MH
2022-09-12 03:00	4.925	N	MH
2022-09-12 04:00	4.609	N	MH
2022-09-12 05:00	4.628	N	MH
2022-09-12 06:00	4.583	N	MH
2022-09-12 07:00	4.511	N	MH
2022-09-12 08:00	4.420	N	MH
2022-09-12 09:00	5.788	N	MH
2022-09-12 10:00	6.673	N	MH
2022-09-12 11:00	7.128	N	MH
2022-09-12 12:00	7.444	N	MH
2022-09-12 13:00	9.316	N	MH
2022-09-12 14:00	8.966	N	MH
2022-09-12 15:00	6.890	N	MH
2022-09-12 16:00	8.173	N	MH
2022-09-12 17:00	6.713	N	MH
2022-09-12 18:00	6.003	N	MH
2022-09-12 19:00	4.719	N	MH
2022-09-12 20:00	2.205	N	MH
2022-09-12 21:00	2.520	N	MH
2022-09-12 22:00	2.101	N	MH
2022-09-12 23:00	3.478	N	MH
2022-09-13 00:00	3.400	N	MH
2022-09-13 01:00	4.217	N	MH
2022-09-13 02:00	3.463	N	MH
2022-09-13 03:00	3.543	N	MH
2022-09-13 04:00	5.125	N	MH
2022-09-13 05:00	5.436	N	MH
2022-09-13 06:00	4.634	N	MH
2022-09-13 07:00	5.013	N	MH
2022-09-13 08:00	5.768	N	MH
2022-09-13 09:00	6.935	N	MH
2022-09-13 10:00	7.851	N	MH
2022-09-13 11:00	11.994	N	MH
2022-09-13 12:00	14.093	N	MH
2022-09-13 13:00	15.265	N	MH
2022-09-13 14:00	10.774	N	MH
2022-09-06 15:00	6.246	K	M
2022-09-06 16:00	5.761	K	M
2022-09-06 17:00	5.364	K	M
2022-09-06 18:00	5.016	K	M
2022-09-06 19:00	4.710	K	M
2022-09-06 20:00	4.231	K	M
2022-09-06 21:00	4.106	K	M
2022-09-06 22:00	3.812	K	M
2022-09-06 23:00	3.698	K	M
2022-09-07 00:00	3.590	K	M
2022-09-07 01:00	3.727	K	M
2022-09-07 02:00	3.582	K	M
2022-09-07 03:00	3.310	K	M
2022-09-07 04:00	3.307	K	M
2022-09-07 05:00	3.053	K	M
2022-09-07 06:00	3.420	K	M
2022-09-07 07:00	4.317	K	M
2022-09-07 08:00	6.964	K	M
2022-09-07 09:00	6.261	K	M
2022-09-07 10:00	7.120	K	M
2022-09-07 11:00	8.502	K	M
2022-09-07 12:00	7.500	K	M
2022-09-07 13:00	8.683	K	M
2022-09-07 14:00	9.243	K	M
2022-09-07 15:00	9.359	K	M
2022-09-07 16:00	7.972	K	M
2022-09-07 17:00	6.890	K	M
2022-09-07 18:00	8.957	K	M
2022-09-07 19:00	4.023	K	M
2022-09-07 20:00	3.698	K	M
2022-09-07 21:00	2.658	K	M
2022-09-07 22:00	1.985	K	M
2022-09-07 23:00	1.552	K	M
2022-09-08 00:00	1.816	K	M
2022-09-08 01:00	1.560	K	M
2022-09-08 02:00	2.610	K	M
2022-09-08 03:00	2.008	K	M
2022-09-08 04:00	2.169	K	M
2022-09-08 05:00	2.484	K	M
2022-09-08 06:00	1.704	K	M
2022-09-08 07:00	2.174	K	M
2022-09-08 08:00	10.694	K	M
2022-09-08 09:00	8.168	K	M
2022-09-08 10:00	9.698	K	M
2022-09-08 11:00	10.041	K	M
2022-09-08 12:00	12.708	K	M
2022-09-08 13:00	13.314	K	M
2022-09-08 14:00	12.896	K	M
2022-09-08 15:00	12.778	K	M
2022-09-08 16:00	12.266	K	M
2022-09-08 17:00	12.158	K	M
2022-09-08 18:00	11.355	K	M
2022-09-08 19:00	7.244	K	M
2022-09-08 20:00	5.923	K	M
2022-09-08 21:00	5.722	K	M
2022-09-08 22:00	5.449	K	M
2022-09-08 23:00	5.359	K	M
2022-09-09 00:00	5.642	K	M
2022-09-09 01:00	4.981	K	M
2022-09-09 02:00	3.460	K	M
2022-09-09 03:00	3.136	K	M
2022-09-09 04:00	3.414	K	M
2022-09-09 05:00	3.544	K	M
2022-09-09 06:00	3.101	K	M
2022-09-09 07:00	3.937	K	M
2022-09-09 08:00	7.102	K	M
2022-09-09 09:00	11.518	K	M
2022-09-09 10:00	8.541	K	M
2022-09-09 11:00	10.661	K	M
2022-09-09 12:00	8.047	K	M
2022-09-09 13:00	6.376	K	M
2022-09-09 14:00	6.594	K	M
2022-09-09 15:00	6.977	K	M
2022-09-09 16:00	6.562	K	M
2022-09-09 17:00	6.300	K	M
2022-09-09 18:00	5.867	K	M
2022-09-09 19:00	5.598	K	M
2022-09-09 20:00	5.426	K	M
2022-09-09 21:00	5.266	K	M
2022-09-09 22:00	5.185	K	M
2022-09-09 23:00	5.162	K	M
2022-09-10 00:00	4.896	K	M
2022-09-10 01:00	4.792	K	M
2022-09-10 02:00	4.794	K	M
2022-09-10 03:00	4.860	K	M
2022-09-10 04:00	4.674	K	M
2022-09-10 05:00	4.471	K	M
2022-09-10 06:00	4.647	K	M
2022-09-10 07:00	4.983	K	M
2022-09-10 08:00	5.387	K	M
2022-09-10 09:00	5.802	K	M
2022-09-10 10:00	6.644	K	M
2022-09-10 11:00	8.185	K	M
2022-09-10 12:00	7.683	K	M
2022-09-10 13:00	8.079	K	M
2022-09-10 14:00	7.720	K	M
2022-09-10 15:00	8.520	K	M
2022-09-10 16:00	9.602	K	M
2022-09-10 17:00	8.667	K	M
2022-09-10 18:00	8.207	K	M
2022-09-10 19:00	5.559	K	M
2022-09-10 20:00	3.431	K	M
2022-09-10 21:00	3.342	K	M
2022-09-10 22:00	2.995	K	M
2022-09-10 23:00	3.409	K	M
2022-09-11 00:00	2.691	K	M
2022-09-11 01:00	3.735	K	M
2022-09-11 02:00	4.431	K	M
2022-09-11 03:00	4.492	K	M
2022-09-11 04:00	4.275	K	M
2022-09-11 05:00	4.100	K	M
2022-09-11 06:00	4.121	K	M
2022-09-11 07:00	4.324	K	M
2022-09-11 08:00	4.800	K	M
2022-09-11 09:00	5.683	K	M
2022-09-11 10:00	6.459	K	M
2022-09-11 11:00	7.730	K	M
2022-09-11 12:00	7.848	K	M
2022-09-11 13:00	7.236	K	M
2022-09-11 14:00	8.275	K	M
2022-09-11 15:00	7.922	K	M
2022-09-11 16:00	7.131	K	M
2022-09-11 17:00	6.988	K	M
2022-09-11 18:00	6.517	K	M
2022-09-11 19:00	5.689	K	M
2022-09-11 20:00	5.490	K	M
2022-09-11 21:00	5.369	K	M
2022-09-11 22:00	5.465	K	M
2022-09-11 23:00	5.601	K	M
2022-09-12 00:00	5.417	K	M
2022-09-12 01:00	5.423	K	M
2022-09-12 02:00	5.638	K	M
2022-09-12 03:00	5.742	K	M
2022-09-12 04:00	5.583	K	M
2022-09-12 05:00	5.335	K	M
2022-09-12 06:00	5.048	K	M
2022-09-12 07:00	4.924	K	M
2022-09-12 08:00	4.981	K	M
2022-09-12 09:00	5.036	K	M
2022-09-12 10:00	5.901	K	M
2022-09-12 11:00	6.956	K	M
2022-09-12 12:00	8.623	K	M
2022-09-12 13:00	9.351	K	M
2022-09-12 14:00	8.545	K	M
2022-09-12 15:00	8.168	K	M
2022-09-12 16:00	8.439	K	M
2022-09-12 17:00	6.594	K	M
2022-09-12 18:00	6.439	K	M
2022-09-12 19:00	5.549	K	M
2022-09-12 20:00	3.328	K	M
2022-09-12 21:00	3.044	K	M
2022-09-12 22:00	3.039	K	M
2022-09-12 23:00	2.563	K	M
2022-09-13 00:00	3.331	K	M
2022-09-13 01:00	3.334	K	M
2022-09-13 02:00	3.632	K	M
2022-09-13 03:00	3.473	K	M
2022-09-13 04:00	3.468	K	M
2022-09-13 05:00	2.946	K	M
2022-09-13 06:00	2.882	K	M
2022-09-13 07:00	2.870	K	M
2022-09-13 08:00	3.933	K	M
2022-09-13 09:00	8.055	K	M
2022-09-13 10:00	9.610	K	M
2022-09-13 11:00	9.939	K	M
2022-09-13 12:00	12.284	K	M
2022-09-13 13:00	11.154	K	M
2022-09-13 14:00	9.335	K	M
2022-09-13 15:00	9.605	K	M
2022-09-13 16:00	9.131	K	M
2022-09-13 17:00	8.755	K	M
2022-09-13 18:00	6.764	K	M
2022-09-13 19:00	5.683	K	M
2022-09-13 20:00	5.813	K	M
2022-09-13 21:00	5.391	K	M
2022-09-13 22:00	5.994	K	M
2022-09-13 23:00	5.941	K	M
2022-09-14 00:00	5.723	K	M
2022-09-14 01:00	5.733	K	M
2022-09-14 02:00	5.553	K	M
2022-09-14 03:00	5.156	K	M
2022-09-14 04:00	4.931	K	M
2022-09-14 05:00	4.394	K	M
2022-09-14 06:00	4.146	K	M
2022-09-14 07:00	4.415	K	M
2022-09-14 08:00	4.686	K	M
2022-09-14 09:00	4.930	K	M
2022-09-14 10:00	4.136	K	M
2022-09-14 11:00	4.669	K	M
2022-09-14 12:00	5.903	K	M
2022-09-14 13:00	6.001	K	M
2022-09-14 14:00	5.377	K	M
2022-09-14 15:00	5.276	K	M
2022-09-14 16:00	4.490	K	M
2022-09-14 17:00	4.261	K	M
2022-09-14 18:00	4.365	K	M
2022-09-14 19:00	3.527	K	M
2022-09-14 20:00	2.983	K	M
2022-09-14 21:00	3.277	K	M
2022-09-14 22:00	3.079	K	M
2022-09-14 23:00	3.060	K	M
2022-09-15 00:00	3.309	K	M
2022-09-15 01:00	2.915	K	M
2022-09-15 02:00	2.736	K	M
2022-09-15 03:00	2.512	K	M
2022-09-15 04:00	2.539	K	M
2022-09-15 05:00	2.718	K	M
2022-09-15 06:00	3.016	K	M
2022-09-15 07:00	3.636	K	M
2022-09-15 08:00	3.988	K	M
2022-09-06 14:00	7.272	K	L
2022-09-06 15:00	7.020	K	L
2022-09-06 16:00	6.925	K	L
2022-09-06 17:00	5.989	K	L
2022-09-06 18:00	5.932	K	L
2022-09-06 19:00	5.443	K	L
2022-09-06 20:00	4.936	K	L
2022-09-06 21:00	4.735	K	L
2022-09-06 22:00	4.537	K	L
2022-09-06 23:00	4.379	K	L
2022-09-07 00:00	4.091	K	L
2022-09-07 01:00	3.773	K	L
2022-09-07 02:00	3.520	K	L
2022-09-07 03:00	3.578	K	L
2022-09-07 04:00	3.369	K	L
2022-09-07 05:00	3.151	K	L
2022-09-07 06:00	2.978	K	L
2022-09-07 07:00	4.989	K	L
2022-09-07 08:00	7.356	K	L
2022-09-07 09:00	7.785	K	L
2022-09-07 10:00	7.720	K	L
2022-09-07 11:00	9.147	K	L
2022-09-07 12:00	7.980	K	L
2022-09-07 13:00	10.390	K	L
2022-09-07 14:00	10.185	K	L
2022-09-07 15:00	10.002	K	L
2022-09-07 16:00	9.184	K	L
2022-09-07 17:00	7.711	K	L
2022-09-07 18:00	8.261	K	L
2022-09-07 19:00	3.482	K	L
2022-09-07 20:00	0.559	K	L
2022-09-07 21:00	1.611	K	L
2022-09-07 22:00	1.334	K	L
2022-09-07 23:00	0.084	K	L
2022-09-08 00:00	-0.751	K	L
2022-09-08 01:00	0.109	K	L
2022-09-08 02:00	1.271	K	L
2022-09-08 03:00	0.978	K	L
2022-09-08 04:00	0.842	K	L
2022-09-08 05:00	2.115	K	L
2022-09-08 06:00	0.465	K	L
2022-09-08 07:00	5.510	K	L
2022-09-08 08:00	8.554	K	L
2022-09-08 09:00	8.992	K	L
2022-09-08 10:00	12.029	K	L
2022-09-08 11:00	11.810	K	L
2022-09-08 12:00	13.550	K	L
2022-09-08 13:00	15.142	K	L
2022-09-08 14:00	14.810	K	L
2022-09-08 15:00	13.957	K	L
2022-09-08 16:00	13.211	K	L
2022-09-08 17:00	11.732	K	L
2022-09-08 18:00	11.811	K	L
2022-09-08 19:00	5.451	K	L
2022-09-08 20:00	3.460	K	L
2022-09-08 21:00	3.858	K	L
2022-09-08 22:00	3.505	K	L
2022-09-08 23:00	2.407	K	L
2022-09-09 00:00	3.131	K	L
2022-09-09 01:00	1.769	K	L
2022-09-09 02:00	2.360	K	L
2022-09-09 03:00	2.013	K	L
2022-09-09 04:00	0.991	K	L
2022-09-09 05:00	0.623	K	L
2022-09-09 06:00	0.489	K	L
2022-09-09 07:00	6.197	K	L
2022-09-09 08:00	9.398	K	L
2022-09-09 09:00	11.333	K	L
2022-09-09 10:00	12.788	K	L
2022-09-09 11:00	11.044	K	L
2022-09-09 12:00	11.505	K	L
2022-09-09 13:00	7.658	K	L
2022-09-09 14:00	7.662	K	L
2022-09-09 15:00	8.034	K	L
2022-09-09 16:00	7.779	K	L
2022-09-09 17:00	7.079	K	L
2022-09-09 18:00	6.750	K	L
2022-09-09 19:00	6.382	K	L
2022-09-09 20:00	6.254	K	L
2022-09-09 21:00	6.089	K	L
2022-09-09 22:00	6.046	K	L
2022-09-09 23:00	6.003	K	L
2022-09-10 00:00	5.649	K	L
2022-09-10 01:00	5.577	K	L
2022-09-10 02:00	5.448	K	L
2022-09-10 03:00	5.511	K	L
2022-09-10 04:00	5.218	K	L
2022-09-10 05:00	4.891	K	L
2022-09-10 06:00	5.204	K	L
2022-09-10 07:00	5.657	K	L
2022-09-10 08:00	6.061	K	L
2022-09-10 09:00	6.765	K	L
2022-09-10 10:00	7.708	K	L
2022-09-10 11:00	10.020	K	L
2022-09-10 12:00	8.998	K	L
2022-09-10 13:00	9.210	K	L
2022-09-10 14:00	9.275	K	L
2022-09-10 15:00	8.757	K	L
2022-09-10 16:00	10.848	K	L
2022-09-10 17:00	9.048	K	L
2022-09-10 18:00	8.842	K	L
2022-09-10 19:00	5.867	K	L
2022-09-10 20:00	2.666	K	L
2022-09-10 21:00	1.013	K	L
2022-09-10 22:00	0.908	K	L
2022-09-10 23:00	0.435	K	L
2022-09-11 00:00	1.149	K	L
2022-09-11 01:00	3.428	K	L
2022-09-11 02:00	4.616	K	L
2022-09-11 03:00	5.013	K	L
2022-09-11 04:00	4.783	K	L
2022-09-11 05:00	4.335	K	L
2022-09-11 06:00	4.685	K	L
2022-09-11 07:00	4.888	K	L
2022-09-11 08:00	5.375	K	L
2022-09-11 09:00	6.852	K	L
2022-09-11 10:00	7.506	K	L
2022-09-11 11:00	8.239	K	L
2022-09-11 12:00	9.685	K	L
2022-09-11 13:00	8.176	K	L
2022-09-11 14:00	9.631	K	L
2022-09-11 15:00	10.155	K	L
2022-09-11 16:00	8.293	K	L
2022-09-11 17:00	7.995	K	L
2022-09-11 18:00	7.297	K	L
2022-09-11 19:00	6.258	K	L
2022-09-11 20:00	6.026	K	L
2022-09-11 21:00	5.964	K	L
2022-09-11 22:00	5.895	K	L
2022-09-11 23:00	6.052	K	L
2022-09-12 00:00	5.964	K	L
2022-09-12 01:00	5.921	K	L
2022-09-12 02:00	6.214	K	L
2022-09-12 03:00	6.378	K	L
2022-09-12 04:00	6.192	K	L
2022-09-12 05:00	5.946	K	L
2022-09-12 06:00	5.714	K	L
2022-09-12 07:00	5.573	K	L
2022-09-12 08:00	5.810	K	L
2022-09-12 09:00	5.790	K	L
2022-09-12 10:00	6.840	K	L
2022-09-12 11:00	8.148	K	L
2022-09-12 12:00	8.773	K	L
2022-09-12 13:00	10.266	K	L
2022-09-12 14:00	10.223	K	L
2022-09-12 15:00	10.279	K	L
2022-09-12 16:00	9.149	K	L
2022-09-12 17:00	7.359	K	L
2022-09-12 18:00	7.272	K	L
2022-09-12 19:00	6.064	K	L
2022-09-12 20:00	2.829	K	L
2022-09-12 21:00	1.414	K	L
2022-09-12 22:00	1.898	K	L
2022-09-12 23:00	2.386	K	L
2022-09-13 00:00	3.344	K	L
2022-09-13 01:00	3.008	K	L
2022-09-13 02:00	3.725	K	L
2022-09-13 03:00	3.219	K	L
2022-09-13 04:00	3.514	K	L
2022-09-13 05:00	2.386	K	L
2022-09-13 06:00	2.973	K	L
2022-09-13 07:00	2.599	K	L
2022-09-13 08:00	4.152	K	L
2022-09-13 09:00	5.706	K	L
2022-09-13 10:00	11.823	K	L
2022-09-13 11:00	12.190	K	L
2022-09-13 12:00	14.012	K	L
2022-09-13 13:00	13.777	K	L
2022-09-13 14:00	11.260	K	L
2022-09-13 15:00	11.095	K	L
2022-09-13 16:00	9.893	K	L
2022-09-13 17:00	9.949	K	L
2022-09-13 18:00	7.521	K	L
2022-09-13 19:00	6.646	K	L
2022-09-13 20:00	6.115	K	L
2022-09-13 21:00	5.858	K	L
2022-09-13 22:00	6.189	K	L
2022-09-13 23:00	6.427	K	L
2022-09-14 00:00	6.458	K	L
2022-09-14 01:00	6.527	K	L
2022-09-14 02:00	6.084	K	L
2022-09-14 03:00	5.747	K	L
2022-09-14 04:00	5.456	K	L
2022-09-14 05:00	5.055	K	L
2022-09-14 06:00	4.722	K	L
2022-09-14 07:00	4.688	K	L
2022-09-14 08:00	4.891	K	L
2022-09-14 09:00	4.763	K	L
2022-09-14 10:00	4.797	K	L
2022-09-14 11:00	5.293	K	L
2022-09-14 12:00	6.044	K	L
2022-09-14 13:00	6.009	K	L
2022-09-14 14:00	5.612	K	L
2022-09-14 15:00	5.580	K	L
2022-09-14 16:00	5.201	K	L
2022-09-14 17:00	5.017	K	L
2022-09-14 18:00	5.034	K	L
2022-09-14 19:00	4.332	K	L
2022-09-14 20:00	3.719	K	L
2022-09-14 21:00	3.893	K	L
2022-09-14 22:00	3.774	K	L
2022-09-14 23:00	3.823	K	L
2022-09-15 00:00	4.020	K	L
2022-09-15 01:00	3.605	K	L
2022-09-15 02:00	3.463	K	L
2022-09-15 03:00	3.334	K	L
2022-09-15 04:00	3.436	K	L
2022-09-15 05:00	3.485	K	L
2022-09-15 06:00	3.865	K	L
2022-09-15 07:00	4.094	K	L
2022-09-15 08:00	4.886	K	L
2022-09-15 09:00	5.720	K	L
2022-09-06 15:00	7.171	K	ML
2022-09-06 16:00	6.484	K	ML
2022-09-06 17:00	5.779	K	ML
2022-09-06 18:00	5.739	K	ML
2022-09-06 19:00	5.173	K	ML
2022-09-06 20:00	4.639	K	ML
2022-09-06 21:00	4.343	K	ML
2022-09-06 22:00	4.157	K	ML
2022-09-06 23:00	4.059	K	ML
2022-09-07 00:00	3.888	K	ML
2022-09-07 01:00	4.016	K	ML
2022-09-07 02:00	3.839	K	ML
2022-09-07 03:00	3.827	K	ML
2022-09-07 04:00	3.793	K	ML
2022-09-07 05:00	3.368	K	ML
2022-09-07 06:00	4.136	K	ML
2022-09-07 07:00	5.173	K	ML
2022-09-07 08:00	7.283	K	ML
2022-09-07 09:00	7.168	K	ML
2022-09-07 10:00	8.040	K	ML
2022-09-07 11:00	9.347	K	ML
2022-09-07 12:00	8.029	K	ML
2022-09-07 13:00	10.213	K	ML
2022-09-07 14:00	9.746	K	ML
2022-09-07 15:00	9.399	K	ML
2022-09-07 16:00	8.467	K	ML
2022-09-07 17:00	7.026	K	ML
2022-09-07 18:00	5.904	K	ML
2022-09-07 19:00	4.365	K	ML
2022-09-07 20:00	2.483	K	ML
2022-09-07 21:00	2.011	K	ML
2022-09-07 22:00	0.996	K	ML
2022-09-07 23:00	2.005	K	ML
2022-09-08 00:00	1.371	K	ML
2022-09-08 01:00	2.190	K	ML
2022-09-08 02:00	2.112	K	ML
2022-09-08 03:00	2.686	K	ML
2022-09-08 04:00	2.179	K	ML
2022-09-08 05:00	3.060	K	ML
2022-09-08 06:00	2.292	K	ML
2022-09-08 07:00	7.981	K	ML
2022-09-08 08:00	8.584	K	ML
2022-09-08 09:00	9.219	K	ML
2022-09-08 10:00	10.097	K	ML
2022-09-08 11:00	10.839	K	ML
2022-09-08 12:00	12.073	K	ML
2022-09-08 13:00	12.342	K	ML
2022-09-08 14:00	12.467	K	ML
2022-09-08 15:00	11.918	K	ML
2022-09-08 16:00	9.286	K	ML
2022-09-08 17:00	8.007	K	ML
2022-09-08 18:00	6.704	K	ML
2022-09-08 19:00	6.881	K	ML
2022-09-08 20:00	5.694	K	ML
2022-09-08 21:00	5.990	K	ML
2022-09-08 22:00	5.140	K	ML
2022-09-08 23:00	4.903	K	ML
2022-09-09 00:00	4.061	K	ML
2022-09-09 01:00	4.086	K	ML
2022-09-09 02:00	3.331	K	ML
2022-09-09 03:00	2.362	K	ML
2022-09-09 04:00	3.286	K	ML
2022-09-09 05:00	1.802	K	ML
2022-09-09 06:00	2.060	K	ML
2022-09-09 07:00	8.802	K	ML
2022-09-09 08:00	10.976	K	ML
2022-09-09 09:00	11.244	K	ML
2022-09-09 10:00	10.669	K	ML
2022-09-09 11:00	11.319	K	ML
2022-09-09 12:00	9.801	K	ML
2022-09-09 13:00	7.603	K	ML
2022-09-09 14:00	7.294	K	ML
2022-09-09 15:00	7.783	K	ML
2022-09-09 16:00	7.326	K	ML
2022-09-09 17:00	6.989	K	ML
2022-09-09 18:00	6.399	K	ML
2022-09-09 19:00	5.992	K	ML
2022-09-09 20:00	5.796	K	ML
2022-09-09 21:00	5.635	K	ML
2022-09-09 22:00	5.620	K	ML
2022-09-09 23:00	5.445	K	ML
2022-09-10 00:00	5.189	K	ML
2022-09-10 01:00	5.162	K	ML
2022-09-10 02:00	5.078	K	ML
2022-09-10 03:00	5.083	K	ML
2022-09-10 04:00	4.899	K	ML
2022-09-10 05:00	4.785	K	ML
2022-09-10 06:00	4.995	K	ML
2022-09-10 07:00	5.470	K	ML
2022-09-10 08:00	5.969	K	ML
2022-09-10 09:00	6.577	K	ML
2022-09-10 10:00	7.750	K	ML
2022-09-10 11:00	9.625	K	ML
2022-09-10 12:00	8.779	K	ML
2022-09-10 13:00	9.494	K	ML
2022-09-10 14:00	9.298	K	ML
2022-09-10 15:00	9.369	K	ML
2022-09-10 16:00	9.956	K	ML
2022-09-10 17:00	8.886	K	ML
2022-09-10 18:00	8.694	K	ML
2022-09-10 19:00	6.249	K	ML
2022-09-10 20:00	4.470	K	ML
2022-09-10 21:00	3.692	K	ML
2022-09-10 22:00	2.628	K	ML
2022-09-10 23:00	2.546	K	ML
2022-09-11 00:00	2.620	K	ML
2022-09-11 01:00	3.589	K	ML
2022-09-11 02:00	4.721	K	ML
2022-09-11 03:00	4.810	K	ML
2022-09-11 04:00	4.670	K	ML
2022-09-11 05:00	4.332	K	ML
2022-09-11 06:00	4.550	K	ML
2022-09-11 07:00	4.713	K	ML
2022-09-11 08:00	5.209	K	ML
2022-09-11 09:00	6.355	K	ML
2022-09-11 10:00	7.271	K	ML
2022-09-11 11:00	8.784	K	ML
2022-09-11 12:00	9.421	K	ML
2022-09-11 13:00	8.064	K	ML
2022-09-11 14:00	9.399	K	ML
2022-09-11 15:00	9.487	K	ML
2022-09-11 16:00	8.415	K	ML
2022-09-11 17:00	7.974	K	ML
2022-09-11 18:00	7.546	K	ML
2022-09-11 19:00	6.047	K	ML
2022-09-11 20:00	5.759	K	ML
2022-09-11 21:00	5.662	K	ML
2022-09-11 22:00	5.819	K	ML
2022-09-11 23:00	5.765	K	ML
2022-09-12 00:00	5.782	K	ML
2022-09-12 01:00	5.708	K	ML
2022-09-12 02:00	5.835	K	ML
2022-09-12 03:00	5.975	K	ML
2022-09-12 04:00	5.757	K	ML
2022-09-12 05:00	5.541	K	ML
2022-09-12 06:00	5.321	K	ML
2022-09-12 07:00	5.195	K	ML
2022-09-12 08:00	5.356	K	ML
2022-09-12 09:00	5.437	K	ML
2022-09-12 10:00	6.582	K	ML
2022-09-12 11:00	7.668	K	ML
2022-09-12 12:00	8.231	K	ML
2022-09-12 13:00	9.415	K	ML
2022-09-12 14:00	9.451	K	ML
2022-09-12 15:00	10.019	K	ML
2022-09-12 16:00	9.171	K	ML
2022-09-12 17:00	7.268	K	ML
2022-09-12 18:00	7.050	K	ML
2022-09-12 19:00	6.192	K	ML
2022-09-12 20:00	3.649	K	ML
2022-09-12 21:00	3.882	K	ML
2022-09-12 22:00	2.830	K	ML
2022-09-12 23:00	3.055	K	ML
2022-09-13 00:00	3.922	K	ML
2022-09-13 01:00	3.933	K	ML
2022-09-13 02:00	4.242	K	ML
2022-09-13 03:00	4.068	K	ML
2022-09-13 04:00	3.975	K	ML
2022-09-13 05:00	3.393	K	ML
2022-09-13 06:00	3.350	K	ML
2022-09-13 07:00	3.573	K	ML
2022-09-13 08:00	4.554	K	ML
2022-09-13 09:00	7.993	K	ML
2022-09-13 10:00	10.322	K	ML
2022-09-13 11:00	9.220	K	ML
2022-09-13 12:00	11.169	K	ML
2022-09-13 13:00	10.581	K	ML
2022-09-13 14:00	9.202	K	ML
2022-09-13 15:00	9.808	K	ML
2022-09-13 16:00	9.147	K	ML
2022-09-13 17:00	8.309	K	ML
2022-09-13 18:00	7.165	K	ML
2022-09-13 19:00	6.144	K	ML
2022-09-13 20:00	6.037	K	ML
2022-09-13 21:00	5.689	K	ML
2022-09-13 22:00	6.407	K	ML
2022-09-13 23:00	6.317	K	ML
2022-09-14 00:00	6.089	K	ML
2022-09-14 01:00	6.060	K	ML
2022-09-14 02:00	5.890	K	ML
2022-09-14 03:00	5.498	K	ML
2022-09-14 04:00	5.178	K	ML
2022-09-14 05:00	4.763	K	ML
2022-09-14 06:00	4.460	K	ML
2022-09-14 07:00	4.540	K	ML
2022-09-14 08:00	4.774	K	ML
2022-09-14 09:00	5.006	K	ML
2022-09-14 10:00	4.602	K	ML
2022-09-14 11:00	5.030	K	ML
2022-09-14 12:00	5.881	K	ML
2022-09-14 13:00	5.781	K	ML
2022-09-14 14:00	5.457	K	ML
2022-09-14 15:00	5.443	K	ML
2022-09-14 16:00	4.991	K	ML
2022-09-14 17:00	4.719	K	ML
2022-09-14 18:00	4.825	K	ML
2022-09-14 19:00	4.038	K	ML
2022-09-14 20:00	3.562	K	ML
2022-09-14 21:00	3.728	K	ML
2022-09-14 22:00	3.538	K	ML
2022-09-14 23:00	3.557	K	ML
2022-09-15 00:00	3.760	K	ML
2022-09-15 01:00	3.345	K	ML
2022-09-15 02:00	3.226	K	ML
2022-09-15 03:00	3.003	K	ML
2022-09-15 04:00	3.092	K	ML
2022-09-15 05:00	3.162	K	ML
2022-09-15 06:00	3.592	K	ML
2022-09-15 07:00	3.907	K	ML
2022-09-06 15:00	5.983	K	MH
2022-09-06 16:00	5.333	K	MH
2022-09-06 17:00	4.850	K	MH
2022-09-06 18:00	4.569	K	MH
2022-09-06 19:00	4.190	K	MH
2022-09-06 20:00	3.768	K	MH
2022-09-06 21:00	3.547	K	MH
2022-09-06 22:00	3.246	K	MH
2022-09-06 23:00	3.280	K	MH
2022-09-07 00:00	3.072	K	MH
2022-09-07 01:00	3.117	K	MH
2022-09-07 02:00	3.104	K	MH
2022-09-07 03:00	2.997	K	MH
2022-09-07 04:00	3.055	K	MH
2022-09-07 05:00	2.928	K	MH
2022-09-07 06:00	2.898	K	MH
2022-09-07 07:00	3.725	K	MH
2022-09-07 08:00	5.319	K	MH
2022-09-07 09:00	6.448	K	MH
2022-09-07 10:00	6.286	K	MH
2022-09-07 11:00	7.099	K	MH
2022-09-07 12:00	7.700	K	MH
2022-09-07 13:00	9.257	K	MH
2022-09-07 14:00	8.617	K	MH
2022-09-07 15:00	10.529	K	MH
2022-09-07 16:00	7.555	K	MH
2022-09-07 17:00	6.953	K	MH
