ID;date_time;date;time;temp;site;elev_cat
408;2022-09-09 18:00;2022-09-09;18:00:00;7.964;N;L
409;2022-09-09 19:00;2022-09-09;19:00:00;6.695;N;L
410;2022-09-09 20:00;2022-09-09;20:00:00;3.087;N;L
411;2022-09-09 21:00;2022-09-09;21:00:00;3.720;N;L
412;2022-09-09 22:00;2022-09-09;22:00:00;5.604;N;L
413;2022-09-09 23:00;2022-09-09;23:00:00;5.030;N;L
414;2022-09-10 00:00;2022-09-10;00:00:00;5.080;N;L
415;2022-09-10 01:00;2022-09-10;01:00:00;5.249;N;L
416;2022-09-10 02:00;2022-09-10;02:00:00;4.885;N;L
417;2022-09-10 03:00;2022-09-10;03:00:00;4.850;N;L
418;2022-09-10 04:00;2022-09-10;04:00:00;5.011;N;L
419;2022-09-10 05:00;2022-09-10;05:00:00;5.544;N;L
420;2022-09-10 06:00;2022-09-10;06:00:00;5.808;N;L
421;2022-09-10 07:00;2022-09-10;07:00:00;5.966;N;L
422;2022-09-10 08:00;2022-09-10;08:00:00;7.530;N;L
423;2022-09-10 09:00;2022-09-10;09:00:00;7.830;N;L
424;2022-09-10 10:00;2022-09-10;10:00:00;8.545;N;L
425;2022-09-10 11:00;2022-09-10;11:00:00;9.539;N;L
426;2022-09-10 12:00;2022-09-10;12:00:00;11.985;N;L
427;2022-09-10 13:00;2022-09-10;13:00:00;11.764;N;L
428;2022-09-10 14:00;2022-09-10;14:00:00;11.723;N;L
429;2022-09-10 15:00;2022-09-10;15:00:00;12.887;N;L
430;2022-09-10 16:00;2022-09-10;16:00:00;10.029;N;L
431;2022-09-10 17:00;2022-09-10;17:00:00;9.524;N;L
432;2022-09-10 18:00;2022-09-10;18:00:00;8.433;N;L
433;2022-09-10 19:00;2022-09-10;19:00:00;7.464;N;L
434;2022-09-10 20:00;2022-09-10;20:00:00;6.632;N;L
435;2022-09-10 21:00;2022-09-10;21:00:00;6.283;N;L
436;2022-09-10 22:00;2022-09-10;22:00:00;5.195;N;L
437;2022-09-10 23:00;2022-09-10;23:00:00;2.433;N;L
438;2022-09-11 00:00;2022-09-11;00:00:00;0.056;N;L
439;2022-09-11 01:00;2022-09-11;01:00:00;-1.426;N;L
440;2022-09-11 02:00;2022-09-11;02:00:00;-1.945;N;L
441;2022-09-11 03:00;2022-09-11;03:00:00;-2.255;N;L
442;2022-09-11 04:00;2022-09-11;04:00:00;0.444;N;L
443;2022-09-11 05:00;2022-09-11;05:00:00;-0.558;N;L
444;2022-09-11 06:00;2022-09-11;06:00:00;2.658;N;L
445;2022-09-11 07:00;2022-09-11;07:00:00;4.081;N;L
446;2022-09-11 08:00;2022-09-11;08:00:00;5.618;N;L
447;2022-09-11 09:00;2022-09-11;09:00:00;6.270;N;L
448;2022-09-11 10:00;2022-09-11;10:00:00;8.872;N;L
449;2022-09-11 11:00;2022-09-11;11:00:00;8.008;N;L
450;2022-09-11 12:00;2022-09-11;12:00:00;9.313;N;L
451;2022-09-11 13:00;2022-09-11;13:00:00;9.530;N;L
452;2022-09-11 14:00;2022-09-11;14:00:00;10.700;N;L
453;2022-09-11 15:00;2022-09-11;15:00:00;9.900;N;L
454;2022-09-11 16:00;2022-09-11;16:00:00;9.262;N;L
455;2022-09-11 17:00;2022-09-11;17:00:00;8.981;N;L
456;2022-09-11 18:00;2022-09-11;18:00:00;8.425;N;L
457;2022-09-11 19:00;2022-09-11;19:00:00;7.683;N;L
458;2022-09-11 20:00;2022-09-11;20:00:00;6.640;N;L
459;2022-09-11 21:00;2022-09-11;21:00:00;6.788;N;L
460;2022-09-11 22:00;2022-09-11;22:00:00;5.536;N;L
461;2022-09-11 23:00;2022-09-11;23:00:00;6.078;N;L
462;2022-09-12 00:00;2022-09-12;00:00:00;6.346;N;L
463;2022-09-12 01:00;2022-09-12;01:00:00;5.937;N;L
464;2022-09-12 02:00;2022-09-12;02:00:00;5.864;N;L
465;2022-09-12 03:00;2022-09-12;03:00:00;5.867;N;L
466;2022-09-12 04:00;2022-09-12;04:00:00;5.601;N;L
467;2022-09-12 05:00;2022-09-12;05:00:00;5.665;N;L
468;2022-09-12 06:00;2022-09-12;06:00:00;5.691;N;L
469;2022-09-12 07:00;2022-09-12;07:00:00;5.978;N;L
470;2022-09-12 08:00;2022-09-12;08:00:00;6.192;N;L
471;2022-09-12 09:00;2022-09-12;09:00:00;7.174;N;L
472;2022-09-12 10:00;2022-09-12;10:00:00;8.397;N;L
473;2022-09-12 11:00;2022-09-12;11:00:00;10.239;N;L
474;2022-09-12 12:00;2022-09-12;12:00:00;10.768;N;L
475;2022-09-12 13:00;2022-09-12;13:00:00;10.725;N;L
476;2022-09-12 14:00;2022-09-12;14:00:00;11.119;N;L
477;2022-09-12 15:00;2022-09-12;15:00:00;9.569;N;L
478;2022-09-12 16:00;2022-09-12;16:00:00;10.510;N;L
479;2022-09-12 17:00;2022-09-12;17:00:00;9.308;N;L
480;2022-09-12 18:00;2022-09-12;18:00:00;7.795;N;L
481;2022-09-12 19:00;2022-09-12;19:00:00;6.329;N;L
482;2022-09-12 20:00;2022-09-12;20:00:00;4.269;N;L
483;2022-09-12 21:00;2022-09-12;21:00:00;1.989;N;L
484;2022-09-12 22:00;2022-09-12;22:00:00;0.294;N;L
485;2022-09-12 23:00;2022-09-12;23:00:00;-0.102;N;L
486;2022-09-13 00:00;2022-09-13;00:00:00;2.031;N;L
487;2022-09-13 01:00;2022-09-13;01:00:00;2.357;N;L
488;2022-09-13 02:00;2022-09-13;02:00:00;3.060;N;L
489;2022-09-13 03:00;2022-09-13;03:00:00;2.362;N;L
490;2022-09-13 04:00;2022-09-13;04:00:00;2.724;N;L
491;2022-09-13 05:00;2022-09-13;05:00:00;1.839;N;L
492;2022-09-13 06:00;2022-09-13;06:00:00;1.307;N;L
493;2022-09-13 07:00;2022-09-13;07:00:00;3.789;N;L
494;2022-09-13 08:00;2022-09-13;08:00:00;5.255;N;L
495;2022-09-13 09:00;2022-09-13;09:00:00;8.300;N;L
496;2022-09-13 10:00;2022-09-13;10:00:00;13.312;N;L
497;2022-09-13 11:00;2022-09-13;11:00:00;12.412;N;L
498;2022-09-13 12:00;2022-09-13;12:00:00;16.740;N;L
499;2022-09-13 13:00;2022-09-13;13:00:00;17.831;N;L
500;2022-09-13 14:00;2022-09-13;14:00:00;11.794;N;L
501;2022-09-13 15:00;2022-09-13;15:00:00;11.445;N;L
502;2022-09-13 16:00;2022-09-13;16:00:00;11.763;N;L
503;2022-09-13 17:00;2022-09-13;17:00:00;9.217;N;L
504;2022-09-06 17:00;2022-09-06;17:00:00;10.353;N;ML
505;2022-09-06 18:00;2022-09-06;18:00:00;7.035;N;ML
506;2022-09-06 19:00;2022-09-06;19:00:00;6.138;N;ML
507;2022-09-06 20:00;2022-09-06;20:00:00;5.083;N;ML
508;2022-09-06 21:00;2022-09-06;21:00:00;4.355;N;ML
509;2022-09-06 22:00;2022-09-06;22:00:00;4.084;N;ML
510;2022-09-06 23:00;2022-09-06;23:00:00;4.287;N;ML
511;2022-09-07 00:00;2022-09-07;00:00:00;4.327;N;ML
512;2022-09-07 01:00;2022-09-07;01:00:00;3.719;N;ML
513;2022-09-07 02:00;2022-09-07;02:00:00;4.149;N;ML
514;2022-09-07 03:00;2022-09-07;03:00:00;3.651;N;ML
515;2022-09-07 04:00;2022-09-07;04:00:00;3.404;N;ML
516;2022-09-07 05:00;2022-09-07;05:00:00;3.191;N;ML
517;2022-09-07 06:00;2022-09-07;06:00:00;3.735;N;ML
518;2022-09-07 07:00;2022-09-07;07:00:00;4.495;N;ML
519;2022-09-07 08:00;2022-09-07;08:00:00;7.423;N;ML
520;2022-09-07 09:00;2022-09-07;09:00:00;11.217;N;ML
521;2022-09-07 10:00;2022-09-07;10:00:00;9.032;N;ML
522;2022-09-07 11:00;2022-09-07;11:00:00;8.790;N;ML
523;2022-09-07 12:00;2022-09-07;12:00:00;9.775;N;ML
524;2022-09-07 13:00;2022-09-07;13:00:00;10.016;N;ML
525;2022-09-07 14:00;2022-09-07;14:00:00;9.796;N;ML
526;2022-09-07 15:00;2022-09-07;15:00:00;9.474;N;ML
527;2022-09-07 16:00;2022-09-07;16:00:00;10.610;N;ML
528;2022-09-07 17:00;2022-09-07;17:00:00;9.238;N;ML
529;2022-09-07 18:00;2022-09-07;18:00:00;8.458;N;ML
530;2022-09-07 19:00;2022-09-07;19:00:00;3.893;N;ML
531;2022-09-07 20:00;2022-09-07;20:00:00;0.262;N;ML
532;2022-09-07 21:00;2022-09-07;21:00:00;2.107;N;ML
533;2022-09-07 22:00;2022-09-07;22:00:00;1.486;N;ML
534;2022-09-07 23:00;2022-09-07;23:00:00;1.591;N;ML
535;2022-09-08 00:00;2022-09-08;00:00:00;0.768;N;ML
536;2022-09-08 01:00;2022-09-08;01:00:00;1.172;N;ML
537;2022-09-08 02:00;2022-09-08;02:00:00;1.522;N;ML
538;2022-09-08 03:00;2022-09-08;03:00:00;1.785;N;ML
539;2022-09-08 04:00;2022-09-08;04:00:00;1.890;N;ML
540;2022-09-08 05:00;2022-09-08;05:00:00;0.607;N;ML
541;2022-09-08 06:00;2022-09-08;06:00:00;0.031;N;ML
542;2022-09-08 07:00;2022-09-08;07:00:00;12.339;N;ML
543;2022-09-08 08:00;2022-09-08;08:00:00;16.564;N;ML
544;2022-09-08 09:00;2022-09-08;09:00:00;14.488;N;ML
545;2022-09-08 10:00;2022-09-08;10:00:00;10.418;N;ML
546;2022-09-08 11:00;2022-09-08;11:00:00;10.020;N;ML
547;2022-09-08 12:00;2022-09-08;12:00:00;11.693;N;ML
548;2022-09-08 13:00;2022-09-08;13:00:00;12.184;N;ML
549;2022-09-08 14:00;2022-09-08;14:00:00;12.842;N;ML
550;2022-09-08 15:00;2022-09-08;15:00:00;13.152;N;ML
551;2022-09-08 16:00;2022-09-08;16:00:00;13.009;N;ML
552;2022-09-08 17:00;2022-09-08;17:00:00;12.935;N;ML
553;2022-09-08 18:00;2022-09-08;18:00:00;11.591;N;ML
554;2022-09-08 19:00;2022-09-08;19:00:00;7.779;N;ML
555;2022-09-08 20:00;2022-09-08;20:00:00;4.002;N;ML
556;2022-09-08 21:00;2022-09-08;21:00:00;3.191;N;ML
557;2022-09-08 22:00;2022-09-08;22:00:00;3.387;N;ML
558;2022-09-08 23:00;2022-09-08;23:00:00;2.037;N;ML
559;2022-09-09 00:00;2022-09-09;00:00:00;2.625;N;ML
560;2022-09-09 01:00;2022-09-09;01:00:00;0.745;N;ML
561;2022-09-09 02:00;2022-09-09;02:00:00;0.011;N;ML
562;2022-09-09 03:00;2022-09-09;03:00:00;2.161;N;ML
563;2022-09-09 04:00;2022-09-09;04:00:00;1.916;N;ML
564;2022-09-09 05:00;2022-09-09;05:00:00;0.837;N;ML
565;2022-09-09 06:00;2022-09-09;06:00:00;0.081;N;ML
566;2022-09-09 07:00;2022-09-09;07:00:00;6.842;N;ML
567;2022-09-09 08:00;2022-09-09;08:00:00;9.395;N;ML
568;2022-09-09 09:00;2022-09-09;09:00:00;8.854;N;ML
569;2022-09-09 10:00;2022-09-09;10:00:00;10.631;N;ML
570;2022-09-09 11:00;2022-09-09;11:00:00;10.563;N;ML
571;2022-09-09 12:00;2022-09-09;12:00:00;10.827;N;ML
572;2022-09-09 13:00;2022-09-09;13:00:00;9.549;N;ML
573;2022-09-09 14:00;2022-09-09;14:00:00;8.743;N;ML
574;2022-09-09 15:00;2022-09-09;15:00:00;8.659;N;ML
575;2022-09-09 16:00;2022-09-09;16:00:00;11.030;N;ML
576;2022-09-09 17:00;2022-09-09;17:00:00;8.921;N;ML
577;2022-09-09 18:00;2022-09-09;18:00:00;8.707;N;ML
578;2022-09-09 19:00;2022-09-09;19:00:00;5.231;N;ML
579;2022-09-09 20:00;2022-09-09;20:00:00;4.254;N;ML
580;2022-09-09 21:00;2022-09-09;21:00:00;4.763;N;ML
581;2022-09-09 22:00;2022-09-09;22:00:00;5.076;N;ML
582;2022-09-09 23:00;2022-09-09;23:00:00;5.005;N;ML
583;2022-09-10 00:00;2022-09-10;00:00:00;5.027;N;ML
584;2022-09-10 01:00;2022-09-10;01:00:00;4.970;N;ML
585;2022-09-10 02:00;2022-09-10;02:00:00;5.087;N;ML
586;2022-09-10 03:00;2022-09-10;03:00:00;4.977;N;ML
587;2022-09-10 04:00;2022-09-10;04:00:00;4.774;N;ML
588;2022-09-10 05:00;2022-09-10;05:00:00;5.341;N;ML
589;2022-09-10 06:00;2022-09-10;06:00:00;5.538;N;ML
590;2022-09-10 07:00;2022-09-10;07:00:00;6.195;N;ML
591;2022-09-10 08:00;2022-09-10;08:00:00;7.230;N;ML
592;2022-09-10 09:00;2022-09-10;09:00:00;7.130;N;ML
593;2022-09-10 10:00;2022-09-10;10:00:00;8.502;N;ML
594;2022-09-10 11:00;2022-09-10;11:00:00;8.455;N;ML
595;2022-09-10 12:00;2022-09-10;12:00:00;11.313;N;ML
596;2022-09-10 13:00;2022-09-10;13:00:00;12.390;N;ML
597;2022-09-10 14:00;2022-09-10;14:00:00;14.158;N;ML
598;2022-09-10 15:00;2022-09-10;15:00:00;13.025;N;ML
599;2022-09-10 16:00;2022-09-10;16:00:00;9.368;N;ML
600;2022-09-10 17:00;2022-09-10;17:00:00;9.125;N;ML
601;2022-09-10 18:00;2022-09-10;18:00:00;7.724;N;ML
602;2022-09-10 19:00;2022-09-10;19:00:00;6.996;N;ML
603;2022-09-10 20:00;2022-09-10;20:00:00;6.158;N;ML
604;2022-09-10 21:00;2022-09-10;21:00:00;5.316;N;ML
605;2022-09-10 22:00;2022-09-10;22:00:00;4.575;N;ML
606;2022-09-10 23:00;2022-09-10;23:00:00;3.884;N;ML
607;2022-09-11 00:00;2022-09-11;00:00:00;1.535;N;ML
608;2022-09-11 01:00;2022-09-11;01:00:00;2.242;N;ML
609;2022-09-11 02:00;2022-09-11;02:00:00;1.743;N;ML
610;2022-09-11 03:00;2022-09-11;03:00:00;0.857;N;ML
611;2022-09-11 04:00;2022-09-11;04:00:00;-0.299;N;ML
612;2022-09-11 05:00;2022-09-11;05:00:00;0.778;N;ML
613;2022-09-11 06:00;2022-09-11;06:00:00;2.824;N;ML
614;2022-09-11 07:00;2022-09-11;07:00:00;4.061;N;ML
615;2022-09-11 08:00;2022-09-11;08:00:00;5.260;N;ML
616;2022-09-11 09:00;2022-09-11;09:00:00;5.997;N;ML
617;2022-09-11 10:00;2022-09-11;10:00:00;7.285;N;ML
618;2022-09-11 11:00;2022-09-11;11:00:00;8.025;N;ML
619;2022-09-11 12:00;2022-09-11;12:00:00;8.412;N;ML
620;2022-09-11 13:00;2022-09-11;13:00:00;8.416;N;ML
621;2022-09-11 14:00;2022-09-11;14:00:00;8.887;N;ML
622;2022-09-11 15:00;2022-09-11;15:00:00;8.911;N;ML
623;2022-09-11 16:00;2022-09-11;16:00:00;8.981;N;ML
624;2022-09-11 17:00;2022-09-11;17:00:00;8.410;N;ML
625;2022-09-11 18:00;2022-09-11;18:00:00;7.792;N;ML
626;2022-09-11 19:00;2022-09-11;19:00:00;7.263;N;ML
627;2022-09-11 20:00;2022-09-11;20:00:00;6.462;N;ML
628;2022-09-11 21:00;2022-09-11;21:00:00;6.275;N;ML
629;2022-09-11 22:00;2022-09-11;22:00:00;5.740;N;ML
630;2022-09-11 23:00;2022-09-11;23:00:00;4.628;N;ML
631;2022-09-12 00:00;2022-09-12;00:00:00;4.076;N;ML
632;2022-09-12 01:00;2022-09-12;01:00:00;5.431;N;ML
633;2022-09-12 02:00;2022-09-12;02:00:00;5.387;N;ML
634;2022-09-12 03:00;2022-09-12;03:00:00;5.381;N;ML
635;2022-09-12 04:00;2022-09-12;04:00:00;5.470;N;ML
636;2022-09-12 05:00;2022-09-12;05:00:00;5.415;N;ML
637;2022-09-12 06:00;2022-09-12;06:00:00;5.044;N;ML
638;2022-09-12 07:00;2022-09-12;07:00:00;5.432;N;ML
639;2022-09-12 08:00;2022-09-12;08:00:00;5.589;N;ML
640;2022-09-12 09:00;2022-09-12;09:00:00;6.638;N;ML
641;2022-09-12 10:00;2022-09-12;10:00:00;7.751;N;ML
642;2022-09-12 11:00;2022-09-12;11:00:00;9.044;N;ML
643;2022-09-12 12:00;2022-09-12;12:00:00;8.011;N;ML
644;2022-09-12 13:00;2022-09-12;13:00:00;9.131;N;ML
645;2022-09-12 14:00;2022-09-12;14:00:00;8.634;N;ML
646;2022-09-12 15:00;2022-09-12;15:00:00;8.464;N;ML
647;2022-09-12 16:00;2022-09-12;16:00:00;8.315;N;ML
648;2022-09-12 17:00;2022-09-12;17:00:00;7.580;N;ML
649;2022-09-12 18:00;2022-09-12;18:00:00;6.834;N;ML
650;2022-09-12 19:00;2022-09-12;19:00:00;5.730;N;ML
651;2022-09-12 20:00;2022-09-12;20:00:00;3.771;N;ML
652;2022-09-12 21:00;2022-09-12;21:00:00;2.604;N;ML
653;2022-09-12 22:00;2022-09-12;22:00:00;1.998;N;ML
654;2022-09-12 23:00;2022-09-12;23:00:00;1.689;N;ML
655;2022-09-13 00:00;2022-09-13;00:00:00;3.227;N;ML
656;2022-09-13 01:00;2022-09-13;01:00:00;4.309;N;ML
657;2022-09-13 02:00;2022-09-13;02:00:00;4.399;N;ML
658;2022-09-13 03:00;2022-09-13;03:00:00;2.994;N;ML
659;2022-09-13 04:00;2022-09-13;04:00:00;4.575;N;ML
660;2022-09-13 05:00;2022-09-13;05:00:00;3.136;N;ML
661;2022-09-13 06:00;2022-09-13;06:00:00;3.449;N;ML
662;2022-09-13 07:00;2022-09-13;07:00:00;4.733;N;ML
663;2022-09-13 08:00;2022-09-13;08:00:00;5.139;N;ML
664;2022-09-13 09:00;2022-09-13;09:00:00;7.928;N;ML
665;2022-09-13 10:00;2022-09-13;10:00:00;11.179;N;ML
666;2022-09-13 11:00;2022-09-13;11:00:00;11.204;N;ML
667;2022-09-13 12:00;2022-09-13;12:00:00;12.167;N;ML
668;2022-09-13 13:00;2022-09-13;13:00:00;13.689;N;ML
669;2022-09-13 14:00;2022-09-13;14:00:00;13.719;N;ML
670;2022-09-13 15:00;2022-09-13;15:00:00;10.893;N;ML
671;2022-09-13 16:00;2022-09-13;16:00:00;10.826;N;ML
672;2022-09-13 17:00;2022-09-13;17:00:00;8.881;N;ML
673;2022-09-06 16:00;2022-09-06;16:00:00;7.102;N;MH
674;2022-09-06 17:00;2022-09-06;17:00:00;7.395;N;MH
675;2022-09-06 18:00;2022-09-06;18:00:00;6.034;N;MH
676;2022-09-06 19:00;2022-09-06;19:00:00;5.114;N;MH
677;2022-09-06 20:00;2022-09-06;20:00:00;4.103;N;MH
678;2022-09-06 21:00;2022-09-06;21:00:00;3.551;N;MH
679;2022-09-06 22:00;2022-09-06;22:00:00;3.401;N;MH
680;2022-09-06 23:00;2022-09-06;23:00:00;3.563;N;MH
681;2022-09-07 00:00;2022-09-07;00:00:00;3.487;N;MH
682;2022-09-07 01:00;2022-09-07;01:00:00;2.928;N;MH
683;2022-09-07 02:00;2022-09-07;02:00:00;2.882;N;MH
684;2022-09-07 03:00;2022-09-07;03:00:00;2.625;N;MH
685;2022-09-07 04:00;2022-09-07;04:00:00;2.636;N;MH
686;2022-09-07 05:00;2022-09-07;05:00:00;2.607;N;MH
687;2022-09-07 06:00;2022-09-07;06:00:00;3.291;N;MH
688;2022-09-07 07:00;2022-09-07;07:00:00;4.065;N;MH
689;2022-09-07 08:00;2022-09-07;08:00:00;5.832;N;MH
690;2022-09-07 09:00;2022-09-07;09:00:00;8.317;N;MH
691;2022-09-07 10:00;2022-09-07;10:00:00;9.189;N;MH
692;2022-09-07 11:00;2022-09-07;11:00:00;7.924;N;MH
693;2022-09-07 12:00;2022-09-07;12:00:00;8.848;N;MH
694;2022-09-07 13:00;2022-09-07;13:00:00;10.545;N;MH
695;2022-09-07 14:00;2022-09-07;14:00:00;9.265;N;MH
696;2022-09-07 15:00;2022-09-07;15:00:00;8.306;N;MH
697;2022-09-07 16:00;2022-09-07;16:00:00;8.971;N;MH
698;2022-09-07 17:00;2022-09-07;17:00:00;10.591;N;MH
699;2022-09-07 18:00;2022-09-07;18:00:00;7.833;N;MH
700;2022-09-07 19:00;2022-09-07;19:00:00;5.428;N;MH
701;2022-09-07 20:00;2022-09-07;20:00:00;0.260;N;MH
702;2022-09-07 21:00;2022-09-07;21:00:00;0.532;N;MH
703;2022-09-07 22:00;2022-09-07;22:00:00;0.128;N;MH
704;2022-09-07 23:00;2022-09-07;23:00:00;-0.107;N;MH
705;2022-09-08 00:00;2022-09-08;00:00:00;-1.683;N;MH
706;2022-09-08 01:00;2022-09-08;01:00:00;1.039;N;MH
707;2022-09-08 02:00;2022-09-08;02:00:00;-0.073;N;MH
708;2022-09-08 03:00;2022-09-08;03:00:00;0.640;N;MH
709;2022-09-08 04:00;2022-09-08;04:00:00;1.350;N;MH
710;2022-09-08 05:00;2022-09-08;05:00:00;0.564;N;MH
711;2022-09-08 06:00;2022-09-08;06:00:00;-0.785;N;MH
712;2022-09-08 07:00;2022-09-08;07:00:00;-0.510;N;MH
713;2022-09-08 08:00;2022-09-08;08:00:00;2.311;N;MH
714;2022-09-08 09:00;2022-09-08;09:00:00;7.081;N;MH
715;2022-09-08 10:00;2022-09-08;10:00:00;11.173;N;MH
716;2022-09-08 11:00;2022-09-08;11:00:00;11.753;N;MH
717;2022-09-08 12:00;2022-09-08;12:00:00;13.729;N;MH
718;2022-09-08 13:00;2022-09-08;13:00:00;13.389;N;MH
719;2022-09-08 14:00;2022-09-08;14:00:00;14.283;N;MH
720;2022-09-08 15:00;2022-09-08;15:00:00;14.270;N;MH
721;2022-09-08 16:00;2022-09-08;16:00:00;13.349;N;MH
722;2022-09-08 17:00;2022-09-08;17:00:00;14.299;N;MH
723;2022-09-08 18:00;2022-09-08;18:00:00;12.781;N;MH
724;2022-09-08 19:00;2022-09-08;19:00:00;9.126;N;MH
725;2022-09-08 20:00;2022-09-08;20:00:00;3.644;N;MH
726;2022-09-08 21:00;2022-09-08;21:00:00;1.646;N;MH
727;2022-09-08 22:00;2022-09-08;22:00:00;2.418;N;MH
728;2022-09-08 23:00;2022-09-08;23:00:00;1.663;N;MH
729;2022-09-09 00:00;2022-09-09;00:00:00;1.558;N;MH
730;2022-09-09 01:00;2022-09-09;01:00:00;1.401;N;MH
731;2022-09-09 02:00;2022-09-09;02:00:00;1.898;N;MH
732;2022-09-09 03:00;2022-09-09;03:00:00;1.263;N;MH
733;2022-09-09 04:00;2022-09-09;04:00:00;-0.023;N;MH
734;2022-09-09 05:00;2022-09-09;05:00:00;0.829;N;MH
735;2022-09-09 06:00;2022-09-09;06:00:00;1.055;N;MH
736;2022-09-09 07:00;2022-09-09;07:00:00;1.769;N;MH
737;2022-09-09 08:00;2022-09-09;08:00:00;1.920;N;MH
738;2022-09-09 09:00;2022-09-09;09:00:00;8.900;N;MH
739;2022-09-09 10:00;2022-09-09;10:00:00;11.385;N;MH
740;2022-09-09 11:00;2022-09-09;11:00:00;6.932;N;MH
741;2022-09-09 12:00;2022-09-09;12:00:00;11.684;N;MH
742;2022-09-09 13:00;2022-09-09;13:00:00;9.826;N;MH
743;2022-09-09 14:00;2022-09-09;14:00:00;8.451;N;MH
744;2022-09-09 15:00;2022-09-09;15:00:00;8.619;N;MH
745;2022-09-09 16:00;2022-09-09;16:00:00;11.496;N;MH
746;2022-09-09 17:00;2022-09-09;17:00:00;7.750;N;MH
747;2022-09-09 18:00;2022-09-09;18:00:00;6.054;N;MH
748;2022-09-09 19:00;2022-09-09;19:00:00;4.254;N;MH
749;2022-09-09 20:00;2022-09-09;20:00:00;3.616;N;MH
750;2022-09-09 21:00;2022-09-09;21:00:00;2.357;N;MH
751;2022-09-09 22:00;2022-09-09;22:00:00;4.125;N;MH
752;2022-09-09 23:00;2022-09-09;23:00:00;4.289;N;MH
753;2022-09-10 00:00;2022-09-10;00:00:00;4.308;N;MH
754;2022-09-10 01:00;2022-09-10;01:00:00;4.493;N;MH
755;2022-09-10 02:00;2022-09-10;02:00:00;4.343;N;MH
756;2022-09-10 03:00;2022-09-10;03:00:00;4.426;N;MH
757;2022-09-10 04:00;2022-09-10;04:00:00;4.050;N;MH
758;2022-09-10 05:00;2022-09-10;05:00:00;4.284;N;MH
759;2022-09-10 06:00;2022-09-10;06:00:00;4.550;N;MH
760;2022-09-10 07:00;2022-09-10;07:00:00;5.133;N;MH
761;2022-09-10 08:00;2022-09-10;08:00:00;6.135;N;MH
762;2022-09-10 09:00;2022-09-10;09:00:00;6.046;N;MH
763;2022-09-10 10:00;2022-09-10;10:00:00;6.910;N;MH
764;2022-09-10 11:00;2022-09-10;11:00:00;7.128;N;MH
765;2022-09-10 12:00;2022-09-10;12:00:00;12.971;N;MH
766;2022-09-10 13:00;2022-09-10;13:00:00;11.044;N;MH
767;2022-09-10 14:00;2022-09-10;14:00:00;15.201;N;MH
768;2022-09-10 15:00;2022-09-10;15:00:00;10.690;N;MH
769;2022-09-10 16:00;2022-09-10;16:00:00;9.808;N;MH
770;2022-09-10 17:00;2022-09-10;17:00:00;8.192;N;MH
771;2022-09-10 18:00;2022-09-10;18:00:00;7.148;N;MH
772;2022-09-10 19:00;2022-09-10;19:00:00;6.494;N;MH
773;2022-09-10 20:00;2022-09-10;20:00:00;5.178;N;MH
774;2022-09-10 21:00;2022-09-10;21:00:00;4.377;N;MH
775;2022-09-10 22:00;2022-09-10;22:00:00;2.869;N;MH
776;2022-09-10 23:00;2022-09-10;23:00:00;2.740;N;MH
777;2022-09-11 00:00;2022-09-11;00:00:00;0.151;N;MH
778;2022-09-11 01:00;2022-09-11;01:00:00;0.723;N;MH
779;2022-09-11 02:00;2022-09-11;02:00:00;0.557;N;MH
780;2022-09-11 03:00;2022-09-11;03:00:00;-0.694;N;MH
781;2022-09-11 04:00;2022-09-11;04:00:00;-1.142;N;MH
782;2022-09-11 05:00;2022-09-11;05:00:00;0.041;N;MH
783;2022-09-11 06:00;2022-09-11;06:00:00;2.417;N;MH
784;2022-09-11 07:00;2022-09-11;07:00:00;3.869;N;MH
785;2022-09-11 08:00;2022-09-11;08:00:00;4.319;N;MH
786;2022-09-11 09:00;2022-09-11;09:00:00;4.792;N;MH
787;2022-09-11 10:00;2022-09-11;10:00:00;5.825;N;MH
788;2022-09-11 11:00;2022-09-11;11:00:00;7.336;N;MH
789;2022-09-11 12:00;2022-09-11;12:00:00;7.574;N;MH
790;2022-09-11 13:00;2022-09-11;13:00:00;8.523;N;MH
791;2022-09-11 14:00;2022-09-11;14:00:00;7.756;N;MH
792;2022-09-11 15:00;2022-09-11;15:00:00;8.254;N;MH
793;2022-09-11 16:00;2022-09-11;16:00:00;7.615;N;MH
794;2022-09-11 17:00;2022-09-11;17:00:00;7.491;N;MH
795;2022-09-11 18:00;2022-09-11;18:00:00;7.084;N;MH
796;2022-09-11 19:00;2022-09-11;19:00:00;6.554;N;MH
797;2022-09-11 20:00;2022-09-11;20:00:00;6.407;N;MH
798;2022-09-11 21:00;2022-09-11;21:00:00;6.118;N;MH
799;2022-09-11 22:00;2022-09-11;22:00:00;5.955;N;MH
800;2022-09-11 23:00;2022-09-11;23:00:00;5.694;N;MH
801;2022-09-12 00:00;2022-09-12;00:00:00;5.643;N;MH
802;2022-09-12 01:00;2022-09-12;01:00:00;5.327;N;MH
803;2022-09-12 02:00;2022-09-12;02:00:00;5.217;N;MH
804;2022-09-12 03:00;2022-09-12;03:00:00;4.925;N;MH
805;2022-09-12 04:00;2022-09-12;04:00:00;4.609;N;MH
806;2022-09-12 05:00;2022-09-12;05:00:00;4.628;N;MH
807;2022-09-12 06:00;2022-09-12;06:00:00;4.583;N;MH
808;2022-09-12 07:00;2022-09-12;07:00:00;4.511;N;MH
